"","run","experiment","value","method","replicate","name","result","group"
"1","fine_clean_simulations","K","1","group_lasso",1,"Beta_SSE",882.60818002783,"Kgroup_lassoBeta_SSE"
"2","fine_clean_simulations","K","1","group_lasso",1,"Beta_FPR",0.851764705882353,"Kgroup_lassoBeta_FPR"
"3","fine_clean_simulations","K","1","group_lasso",1,"Beta_TPR",1,"Kgroup_lassoBeta_TPR"
"4","fine_clean_simulations","K","1","group_lasso",1,"KL_divergence",2.0608245686147,"Kgroup_lassoKL_divergence"
"5","fine_clean_simulations","K","1","group_lasso",1,"hellinger_distance",0.410940475353704,"Kgroup_lassohellinger_distance"
"6","fine_clean_simulations","K","1","group_lasso",1,"error",0.3315,"Kgroup_lassoerror"
"7","fine_clean_simulations","K","1","group_lasso",1,"best_case_Beta_SSE",443.088414609831,"Kgroup_lassobest_case_Beta_SSE"
"8","fine_clean_simulations","K","1","group_lasso",1,"best_case_KL_divergence",1.65173441540037,"Kgroup_lassobest_case_KL_divergence"
"9","fine_clean_simulations","K","1","group_lasso",1,"best_case_hellinger_distance",0.372270087090206,"Kgroup_lassobest_case_hellinger_distance"
"10","fine_clean_simulations","K","1","group_lasso",1,"best_case_error",0.3165,"Kgroup_lassobest_case_error"
"11","fine_clean_simulations","K","1","group_lasso",10,"Beta_SSE",1003.44859094941,"Kgroup_lassoBeta_SSE"
"12","fine_clean_simulations","K","1","group_lasso",10,"Beta_FPR",0.755294117647059,"Kgroup_lassoBeta_FPR"
"13","fine_clean_simulations","K","1","group_lasso",10,"Beta_TPR",1,"Kgroup_lassoBeta_TPR"
"14","fine_clean_simulations","K","1","group_lasso",10,"KL_divergence",2.37201560831441,"Kgroup_lassoKL_divergence"
"15","fine_clean_simulations","K","1","group_lasso",10,"hellinger_distance",0.431541171352111,"Kgroup_lassohellinger_distance"
"16","fine_clean_simulations","K","1","group_lasso",10,"error",0.319,"Kgroup_lassoerror"
"17","fine_clean_simulations","K","1","group_lasso",10,"best_case_Beta_SSE",501.45658917078,"Kgroup_lassobest_case_Beta_SSE"
"18","fine_clean_simulations","K","1","group_lasso",10,"best_case_KL_divergence",1.82208127098039,"Kgroup_lassobest_case_KL_divergence"
"19","fine_clean_simulations","K","1","group_lasso",10,"best_case_hellinger_distance",0.383479581875755,"Kgroup_lassobest_case_hellinger_distance"
"20","fine_clean_simulations","K","1","group_lasso",10,"best_case_error",0.319,"Kgroup_lassobest_case_error"
"21","fine_clean_simulations","K","1","group_lasso",11,"Beta_SSE",889.193697127751,"Kgroup_lassoBeta_SSE"
"22","fine_clean_simulations","K","1","group_lasso",11,"Beta_FPR",0.814117647058824,"Kgroup_lassoBeta_FPR"
