"","x"
"5083","RSBN1L"
"5084","PIP5K1B"
"5085","PPIL4"
"5086","ARHGEF39"
"5087","ST7L"
"5088","TCF12"
"5089","C17orf75"
"5090","MUS81"
"5091","EDC3"
"5092","TRIP12"
"5093","NCL"
"5094","LOH12CR2"
"5095","PARN"
"5096","ZNF485"
"5097","NQO1"
"5098","SEPSECS"
"5099","AVL9"
"5100","ZNF783"
"5101","EYA3"
"5102","GIMAP1"
"5103","ERCC5"
"5104","NUMB"
"5105","HSPA1A"
"5106","GAS2L1"
"5107","FKBP14"
"5108","MSS51"
"5109","XPO7"
"5110","GEMIN5"
"5111","ATG13"
"5112","ZNF404"
"5113","SBF2-AS1"
"5114","ZMYM4"
"5115","KBTBD4"
"5116","SIK3"
"5117","CHERP"
"5118","BRIP1"
"5119","ASCC1"
"5120","EHMT2"
"5121","NFYB"
"5122","HSDL1"
"5123","AKAP10"
"5124","WDR73"
"5125","ZSCAN16-AS1"
"5126","VSIG1"
"5127","PCID2"
"5128","WDR92"
"5129","SDR39U1"
"5130","ASH1L"
"5131","AMY2B"
"5132","ASNSD1"
"5133","RMDN2"
"5134","LRRC57"
"5135","CLEC11A"
"5136","SRFBP1"
"5137","INF2"
"5138","FEN1"
"5139","KDM5C"
"5140","MXD4"
"5141","IFIH1"
"5142","HAUS2"
"5143","UNC5CL"
"5144","PORCN"
"5145","DIXDC1"
"5146","RAD52"
"5147","ASPM"
"5148","ASAP2"
"5149","LRRC58"
"5150","ZNF319"
"5151","MORN1"
"5152","ALDH18A1"
"5153","ZSCAN31"
"5154","RPS6KB1"
"5155","NKD1"
"5156","SLC12A5"
"5157","EGR3"
"5158","PPFIA1"
"5159","TPBGL"
"5160","EOGT"
"5161","LRFN2"
"5162","CAMK1D"
"5163","PKD2L2"
"5164","NOP14"
"5165","STRIP1"
"5166","CALCB"
"5167","ZFX"
"5168","ATP6V0A1"
"5169","DTWD2"
"5170","SEC22A"
"5171","HMGCS1"
"5172","TPP2"
"5173","ESYT1"
"5174","ZKSCAN5"
"5175","PEX14"
"5176","NME7"
"5177","DPY19L3"
"5178","RAB11B-AS1"
"5179","ULBP2"
"5180","DDX42"
"5181","TAF11"
"5182","TM4SF19-AS1"
"5183","CDK12"
"5184","ABCA10"
"5185","PPP2R2D"
"5186","WDR55"
"5187","COL4A4"
"5188","FKRP"
"5189","ZNF440"
"5190","CYP2U1"
"5191","ZNF232"
"5192","DUSP5"
"5193","ADM5"
"5194","KLHL23"
"5195","YEATS2"
"5196","STAB1"
"5197","C2CD4D"
"5198","PPP1R12A"
"5199","ZFYVE1"
"5200","DHX33"
"5201","ZNF148"
"5202","GPX7"
"5203","LRRC14"
"5204","MID2"
"5205","PPP1R12C"
"5206","SOX12"
"5207","WDR83"
"5208","MOCS2"
"5209","USP1"
"5210","ZBED4"
"5211","HMBOX1"
"5212","CXCL5"
"5213","TRIM66"
"5214","SCMH1"
"5215","GPSM2"
"5216","PRR4"
"5217","CSTF2T"
"5218","ZSCAN29"
"5219","PAXIP1"
"5220","PIWIL2"
"5221","CAPN10"
"5222","SMC3"
"5223","KLHDC2"
"5224","CDIP1"
"5225","MST1"
"5226","MED21"
"5227","TM2D3"
"5228","CELSR3"
"5229","RPH3A"
"5230","CA6"
"5231","SLC39A14"
"5232","COL11A2"
"5233","DVL2"
"5234","MYO5A"
"5235","ZNF391"
"5236","CSRNP1"
"5237","TSPAN6"
"5238","ZNF709"
"5239","ASXL2"
"5240","ECD"
"5241","PALB2"
"5242","C18orf25"
"5243","MIPEP"
"5244","IFI27L2"
"5245","SUPT16H"
"5246","TMEM106B"
"5247","MVK"
"5248","PLEKHG5"
"5249","OTUD6B"
"5250","PLEKHM3"
"5251","GTPBP1"
"5252","BRICD5"
"5253","NCAPG2"
"5254","CFDP1"
"5255","TMEM223"
"5256","TPPP"
"5257","ZNF221"
"5258","BRF1"
"5259","JAK2"
"5260","TRMT10C"
"5261","NPR2"
"5262","SEC16A"
"5263","PER2"
"5264","DEXI"
"5265","HOXC4"
"5266","PLLP"
"5267","ARAP1"
"5268","MIR4458HG"
"5269","LINC00526"
"5270","F11R"
"5271","RALBP1"
"5272","SLC39A7"
"5273","TSHZ3"
"5274","ABLIM3"
"5275","SNHG7"
"5276","PNMT"
"5277","KRBOX4"
"5278","FAM185A"
"5279","KRT18"
"5280","NGLY1"
"5281","ZC4H2"
"5282","PLCE1"
"5283","CCAR1"
"5284","ZNF776"
"5285","ZSCAN21"
"5286","CRTC1"
"5287","KDM2B"
"5288","C1QC"
"5289","SLC25A12"
"5290","GATAD2B"
"5291","PYGO2"
"5292","KATNA1"
"5293","ZKSCAN3"
"5294","SERF1A"
"5295","MGP"
"5296","DSN1"
"5297","ZNF526"
"5298","ATG9B"
"5299","PGM1"
"5300","RAB9A"
"5301","PPP1R18"
"5302","WDR53"
"5303","IL6R"
"5304","TEAD2"
"5305","NPIPA1"
"5306","TLE3"
"5307","PIK3CG"
"5308","MLKL"
"5309","EML2"
"5310","ERAP1"
"5311","TTC9"
"5312","SPG11"
"5313","CDYL"
"5314","EDEM3"
"5315","BANP"
"5316","KDM2A"
"5317","CDK11B"
"5318","PFKFB3"
"5319","CARS2"
"5320","PPP2R2A"
"5321","CLMP"
"5322","CASC8"
"5323","KDM4A"
"5324","PPM1D"
"5325","FBXW2"
"5326","ZNF18"
"5327","PIP4K2B"
"5328","ACBD4"
"5329","SLC8A1"
"5330","UPF1"
"5331","DNAH10"
"5332","UST"
"5333","ALKBH4"
"5334","HARS2"
"5335","TBCCD1"
"5336","TMEM244"
"5337","FAM131B"
"5338","RBM6"
"5339","NIPAL4"
"5340","XPA"
"5341","FKBP5"
"5342","ZNF749"
"5343","MGAT4B"
"5344","ALS2"
"5345","USP33"
"5346","FUS"
"5347","MTRF1L"
"5348","AP4S1"
"5349","TRMT6"
"5350","HIF1AN"
"5351","ZNF664"
"5352","CIR1"
"5353","TESK2"
"5354","SETD1B"
"5355","PPP6R2"
"5356","SLC10A7"
"5357","WDR75"
"5358","FAM24B"
"5359","SLC30A7"
"5360","XPO6"
"5361","ZDHHC5"
"5362","DNAJA3"
"5363","C8orf33"
"5364","DHFR"
"5365","MORC2"
"5366","ZNF619"
"5367","PIGH"
"5368","PPP1R3D"
"5369","NAE1"
"5370","NCBP1"
"5371","BAG5"
"5372","RNASEH1-AS1"
"5373","CDKN1B"
"5374","NOMO3"
"5375","LMBR1"
"5376","CACNA1H"
"5377","SRCAP"
"5378","SFSWAP"
"5379","IGSF8"
"5380","URB2"
"5381","SGTB"
"5382","C22orf34"
"5383","SPG7"
"5384","LENG8-AS1"
"5385","HMGXB4"
"5386","PHF6"
"5387","EIF2B2"
"5388","GAMT"
"5389","CD248"
"5390","IKBKE"
"5391","ALAS2"
"5392","NETO1"
"5393","KLKB1"
"5394","DHDH"
"5395","PHKB"
"5396","VPS16"
"5397","PTER"
"5398","VPS33A"
"5399","XKR8"
"5400","C22orf15"
"5401","AIFM2"
"5402","TTC30A"
"5403","CBX6"
"5404","LINC00324"
"5405","WDR91"
"5406","MANEAL"
"5407","POLE2"
"5408","ZNF780A"
"5409","ORC3"
"5410","ZNF280D"
"5411","SFXN3"
"5412","RARG"
"5413","ZNF2"
"5414","KLHL34"
"5415","C16orf91"
"5416","SAMD12"
"5417","ADNP2"
"5418","DHX8"
"5419","ZCCHC8"
"5420","MAN2B2"
"5421","RB1"
"5422","XPNPEP3"
"5423","MTIF3"
"5424","MYCBPAP"
"5425","GALT"
"5426","MAN1A2"
"5427","ZNF140"
"5428","TAF7"
"5429","ZSCAN9"
"5430","SALL2"
"5431","SIN3B"
"5432","RHOQ"
"5433","PLOD1"
"5434","FAM114A2"
"5435","SEC24B"
"5436","NRL"
"5437","FAM89A"
"5438","ZNF202"
"5439","KIF16B"
"5440","C20orf144"
"5441","NAGK"
"5442","PNISR"
"5443","PRR3"
"5444","NIP7"
"5445","RRM1"
"5446","NUP188"
"5447","ELAC1"
"5448","ZNF764"
"5449","PMS2"
"5450","ZNF584"
"5451","CASP10"
"5452","HCG25"
"5453","ODF2"
"5454","NR1D1"
"5455","CHRNE"
"5456","LENG8"
"5457","ZNF738"
"5458","CDC16"
"5459","TCEAL1"
"5460","TMEM229B"
"5461","SQSTM1"
"5462","MAP2K6"
"5463","ZNF417"
"5464","CACNB3"
"5465","GPR160"
"5466","ACTL10"
"5467","DONSON"
"5468","PTTG1IP"
"5469","SETD6"
"5470","TXLNA"
"5471","STAMBP"
"5472","NPTN"
"5473","MAPK9"
"5474","VPS53"
"5475","WNT7A"
"5476","MBD1"
"5477","PPP6R1"
"5478","RNF24"
"5479","LZTS2"
"5480","SRP14-AS1"
"5481","SMIM8"
"5482","SLC7A6OS"
"5483","PIAS4"
"5484","NRG1"
"5485","VPS39"
"5486","ELP3"
"5487","C6orf132"
"5488","SPIN2B"
"5489","NFRKB"
"5490","C14orf132"
"5491","SEC22C"
"5492","TMEM222"
"5493","C2orf76"
"5494","LRRC6"
"5495","ZNF19"
"5496","SLC2A5"
"5497","DDR1"
"5498","TIMM44"
"5499","KLHL36"
"5500","AMBRA1"
"5501","PHF14"
"5502","AMFR"
"5503","TFB1M"
"5504","F2RL3"
"5505","NKRF"
"5506","SF3B3"
"5507","INO80B"
"5508","MSL1"
"5509","IL13RA1"
"5510","SMG5"
"5511","SGSM3"
"5512","RPRD1B"
"5513","PHPT1"
"5514","DENND4B"
"5515","LASP1"
"5516","TRIM11"
"5517","IL1RAP"
"5518","ZFAND2A"
"5519","MLXIP"
"5520","GTF3C3"
"5521","SLC5A3"
"5522","BUD13"
"5523","DPP8"
"5524","NAGS"
"5525","DVL1"
"5526","RASSF2"
"5527","RPRD1A"
"5528","ZNF487"
"5529","PNPLA8"
"5530","KCTD13"
"5531","TMEM87A"
"5532","TNPO3"
"5533","NSF"
"5534","DAG1"
"5535","TOP2B"
"5536","CDKN3"
"5537","RHD"
"5538","C1orf220"
"5539","FBXL14"
"5540","NHSL2"
"5541","TNK2"
"5542","WWTR1"
"5543","PIP5K1A"
"5544","MAVS"
"5545","AZI2"
"5546","SLC46A3"
"5547","WDR11"
"5548","GOPC"
"5549","RGPD2"
"5550","PNP"
"5551","SEC23A"
"5552","ACSM1"
"5553","SNX19"
"5554","PRKDC"
"5555","RABIF"
"5556","NRSN2"
"5557","ATP13A3"
"5558","PRKAG2"
"5559","AACS"
"5560","THAP7"
"5561","SIRT1"
"5562","ZNF346"
"5563","TERF2"
"5564","ZFP64"
"5565","PDXDC1"
"5566","TTC32"
"5567","WASL"
"5568","PRDM11"
"5569","ZNF865"
"5570","OGFOD1"
"5571","TMEM238"
"5572","DBR1"
"5573","C19orf25"
"5574","TAMM41"
"5575","SIK2"
"5576","GSTCD"
"5577","AMN"
"5578","TRIM44"
"5579","AKIRIN2"
"5580","C9orf147"
"5581","CPT1B"
"5582","MAGEF1"
"5583","PLEKHM1"
"5584","DUOX1"
"5585","THUMPD3"
"5586","FBXL16"
"5587","CLK1"
"5588","UBR3"
"5589","METTL22"
"5590","FKBP2"
"5591","SNRNP35"
"5592","C9orf40"
"5593","METTL7A"
"5594","LYRM9"
"5595","AMMECR1L"
"5596","LONP2"
"5597","TP53I11"
"5598","NUSAP1"
"5599","RBPJ"
"5600","CREBRF"
"5601","BBS1"
"5602","ST7"
"5603","ALG12"
"5604","UBE2E3"
"5605","SMARCC2"
"5606","USP27X"
"5607","LIMK2"
"5608","MAMDC4"
"5609","C15orf61"
"5610","DHX16"
"5611","CDNF"
"5612","LYSMD4"
"5613","ANXA4"
"5614","TRIM3"
"5615","P2RX1"
"5616","ZFP2"
"5617","SRP54"
"5618","ITGB5"
"5619","TIAM1"
"5620","TCERG1"
"5621","ZMYND19"
"5622","SULF2"
"5623","PPIB"
"5624","EIF4EBP1"
"5625","F2RL2"
"5626","CASC3"
"5627","RNF14"
"5628","RRP1B"
"5629","DCAF8"
"5630","EXOSC8"
"5631","ZSCAN16"
"5632","PRAF2"
"5633","LEMD2"
"5634","WDR3"
"5635","DPH7"
"5636","AP1S3"
"5637","CHRNA1"
"5638","CORO1A"
"5639","ETS2"
"5640","GREM2"
"5641","DCP1A"
"5642","UBE2Q2"
"5643","SUN1"
"5644","TSEN2"
"5645","L1CAM"
"5646","ATXN7L3"
"5647","TBK1"
"5648","ALKBH1"
"5649","AGBL5"
"5650","RSF1"
"5651","TTC5"
"5652","MTF2"
"5653","COX20"
"5654","CSTF1"
"5655","VKORC1L1"
"5656","CUL3"
"5657","TAS2R14"
"5658","ZNF449"
"5659","RNF208"
"5660","HERC3"
"5661","TP53I13"
"5662","SLC25A20"
"5663","FHAD1"
"5664","YPEL5"
"5665","TMEM68"
"5666","DNAJC6"
"5667","IKBKG"
"5668","JMJD4"
"5669","TECPR2"
"5670","HRH2"
"5671","RNF170"
"5672","LCN8"
"5673","BTBD2"
"5674","MYLK-AS1"
"5675","MAP2K4"
"5676","USP25"
"5677","FAM221A"
"5678","ZNF562"
"5679","ZNF304"
"5680","POLI"
"5681","TAF6L"
"5682","ELK3"
"5683","LINC00894"
"5684","HS2ST1"
"5685","C5orf17"
"5686","EIF2AK1"
"5687","TMEM19"
"5688","PEX13"
"5689","EAF1-AS1"
"5690","TXNDC16"
"5691","LIAS"
"5692","OMA1"
"5693","CXXC4"
"5694","GLIPR1L2"
"5695","MANBA"
"5696","PYCR2"
"5697","UNC119B"
"5698","GNL1"
"5699","ZNF574"
"5700","RAB38"
"5701","CLIP1"
"5702","SUZ12"
"5703","CLEC16A"
"5704","SMC5-AS1"
"5705","ARMC2"
"5706","WDR6"
"5707","MORC2-AS1"
"5708","MED6"
"5709","SBNO2"
"5710","GSTO2"
"5711","ENGASE"
"5712","RABGEF1"
"5713","NIFK"
"5714","PDCL"
"5715","NEURL4"
"5716","MOSPD1"
"5717","BCKDHB"
"5718","TRAPPC8"
"5719","CDKN2B-AS1"
"5720","ZNF691"
"5721","CRKL"
"5722","AGER"
"5723","ZNF572"
"5724","MYCT1"
"5725","CACNA1A"
"5726","CTU1"
"5727","SLC38A9"
"5728","ZNF3"
"5729","IL24"
"5730","UTP15"
"5731","RPL32"
"5732","STK11"
"5733","TRIM16"
"5734","GTF2H2C"
"5735","ATXN7L2"
"5736","UPB1"
"5737","FZR1"
"5738","FADD"
"5739","XPO5"
"5740","EP300"
"5741","CDK10"
"5742","GGA1"
"5743","AGFG1"
"5744","MR1"
"5745","DPY19L2"
"5746","NUP43"
"5747","GIMAP8"
"5748","SPNS3"
"5749","RNF169"
"5750","PUM2"
"5751","PPIP5K1"
"5752","BRD7"
"5753","SLC5A5"
"5754","LCN12"
"5755","FCHO2"
"5756","ARFGEF1"
"5757","WDFY4"
"5758","BIN1"
"5759","AP000253.1"
"5760","FITM2"
"5761","RFC3"
"5762","FRMD4A"
"5763","PI4KA"
"5764","DCBLD2"
"5765","PLD5"
"5766","DDX21"
"5767","PXN-AS1"
"5768","PANK3"
"5769","ZBED6"
"5770","PLEKHA3"
"5771","IFI27L1"
"5772","C11orf49"
"5773","WDR86"
"5774","KDM4D"
"5775","CDC23"
"5776","ACP6"
"5777","GUF1"
"5778","MAP3K3"
"5779","HEXA"
"5780","GSK3B"
"5781","GTF2I"
"5782","HYI"
"5783","C3orf62"
"5784","ERGIC2"
"5785","ABHD17C"
"5786","OVCH1-AS1"
"5787","FAM126A"
"5788","CHSY1"
"5789","FRMD6"
"5790","DCAF10"
"5791","ITGAE"
"5792","COG7"
"5793","KRR1"
"5794","ATG16L2"
"5795","SMNDC1"
"5796","MYLPF"
"5797","MYBBP1A"
"5798","DNAJC21"
"5799","CPNE2"
"5800","NBPF15"
"5801","ARMC5"
"5802","NAF1"
"5803","ZC3H14"
"5804","RBKS"
"5805","CNTROB"
"5806","ZNF81"
"5807","DNAJB9"
"5808","RNFT2"
"5809","FES"
"5810","PBRM1"
"5811","POT1"
"5812","ZNF597"
"5813","FMN1"
"5814","POLR3F"
"5815","YWHAQ"
"5816","YBEY"
"5817","SHF"
"5818","RPA1"
"5819","SLC25A26"
"5820","FAM122A"
"5821","TRMT1"
"5822","C11orf1"
"5823","MARVELD2"
"5824","KCNC4"
"5825","FBXO4"
"5826","DDX39B"
"5827","CETN3"
"5828","ST3GAL5"
"5829","ABCC3"
"5830","SLC16A13"
"5831","HHLA3"
"5832","ZNF165"
"5833","TMEM50B"
"5834","RASA1"
"5835","VOPP1"
"5836","POLR1E"
"5837","DUSP11"
"5838","EPDR1"
"5839","ZDHHC2"
"5840","TIGD5"
"5841","PTPN14"
"5842","PAGE5"
"5843","CISD1"
"5844","VPS9D1"
"5845","OLFM2"
"5846","GCH1"
"5847","PHLDB3"
"5848","PDCD4-AS1"
"5849","RYBP"
"5850","IMMP2L"
"5851","LINC00896"
"5852","NFE2L2"
"5853","AP5S1"
"5854","RBM23"
"5855","DCAKD"
"5856","TTC30B"
"5857","HLA-G"
"5858","DDX47"
"5859","MAP3K12"
"5860","RFX1"
"5861","GBF1"
"5862","CNBD2"
"5863","ETNK1"
"5864","VPS33B"
"5865","VTI1A"
"5866","MAU2"
"5867","ZNF670"
"5868","CCDC159"
"5869","SP2"
"5870","SLC25A17"
"5871","STK19"
"5872","LINC00544"
"5873","SLC43A1"
"5874","RABGAP1"
"5875","C5orf22"
"5876","OAS2"
"5877","SCYL2"
"5878","LRRC40"
"5879","CHODL"
"5880","INCENP"
"5881","CEP19"
"5882","HDAC6"
"5883","SAMD14"
"5884","KPNA1"
"5885","RBM10"
"5886","PPID"
"5887","ALG1L"
"5888","FBRSL1"
"5889","MMP25"
"5890","GTF3C4"
"5891","TIPIN"
"5892","SLC25A28"
"5893","DCUN1D2"
"5894","KLC4"
"5895","LMTK3"
"5896","NUP98"
"5897","C1orf112"
"5898","PCIF1"
"5899","FAHD2B"
"5900","VWA5A"
"5901","MAPK8"
"5902","ELOVL4"
"5903","GTSE1"
"5904","FAM160A2"
"5905","USP14"
"5906","GBA2"
"5907","C1R"
"5908","FAM219A"
"5909","LARP4"
"5910","MAML1"
"5911","TADA2A"
"5912","MIR22HG"
"5913","TGDS"
"5914","NXPH4"
"5915","PAN3"
"5916","NELFB"
"5917","RABL2A"
"5918","OTOF"
"5919","KCNAB2"
"5920","ZNF225"
"5921","COQ6"
"5922","UBXN10"
"5923","PM20D1"
"5924","IQCC"
"5925","TOP3A"
"5926","CBR3"
"5927","DDAH2"
"5928","LEAP2"
"5929","MASTL"
"5930","TIGD6"
"5931","GRIPAP1"
"5932","FHOD1"
"5933","SLC9A1"
"5934","TSACC"
"5935","DHX40"
"5936","DEPDC4"
"5937","LRRFIP2"
"5938","MAP2K7"
"5939","GPR19"
"5940","LSM14B"
"5941","TLR4"
"5942","C17orf100"
"5943","BAP1"
"5944","KIT"
"5945","ZFHX3"
"5946","LETM1"
"5947","SLTM"
"5948","TBP"
"5949","WDFY1"
"5950","RNH1"
"5951","LAPTM4B"
"5952","BBS7"
"5953","NGRN"
"5954","KDM3B"
"5955","MOK"
"5956","NBEA"
"5957","HIPK3"
"5958","PARP4"
"5959","MAP3K13"
"5960","ZDHHC18"
"5961","PCF11"
"5962","ALKBH2"
"5963","PRPF4B"
"5964","QRICH1"
"5965","TERC"
"5966","FAM182B"
"5967","FBXL19-AS1"
"5968","ZNF551"
"5969","PPP1R3F"
"5970","EFCAB2"
"5971","SYVN1"
"5972","LZTFL1"
"5973","KRBA1"
"5974","PPIL6"
"5975","USP21"
"5976","BEND4"
"5977","NUP85"
"5978","YPEL3"
"5979","KATNAL2"
"5980","C2CD5"
"5981","HECA"
"5982","CDK19"
"5983","MCOLN3"
"5984","DGCR2"
"5985","POLE3"
"5986","CDK11A"
"5987","ZNF630"
"5988","EME2"
"5989","METTL2A"
"5990","NDUFAF4"
"5991","SLC22A23"
"5992","EGFL8"
"5993","AGGF1"
"5994","PABPC1"
"5995","APPL1"
"5996","CCDC9"
"5997","KCNH2"
"5998","XPR1"
"5999","PYGB"
"6000","PHF2"
"6001","ST6GALNAC1"
"6002","MFSD1"
"6003","PPP6R3"
"6004","SAP30L-AS1"
"6005","N4BP3"
"6006","AP2B1"
"6007","SAMD8"
"6008","NAA15"
"6009","MTA2"
"6010","RHOF"
"6011","FTO"
"6012","RAB22A"
"6013","TTC26"
"6014","BET1"
"6015","SESTD1"
"6016","ELP2"
"6017","ALDH6A1"
"6018","NOP58"
"6019","RXRB"
"6020","C1orf216"
"6021","ZNF283"
"6022","UNC119"
"6023","MAD2L1"
"6024","PRKAR2A-AS1"
"6025","CFL1"
"6026","PDE9A"
"6027","DOLK"
"6028","NXPE3"
"6029","TMIE"
"6030","ABCD3"
"6031","PVALB"
"6032","EPS15"
"6033","GNAQ"
"6034","RAD54B"
"6035","PDCD4"
"6036","SAP130"
"6037","SCAF1"
"6038","PWP1"
"6039","FBXO33"
"6040","PEX6"
"6041","MED7"
"6042","FUT7"
"6043","ZNF638"
"6044","SERHL2"
"6045","NRBF2"
"6046","FBP1"
"6047","RGPD5"
"6048","ZNF133"
"6049","CLECL1"
"6050","MICU1"
"6051","MAMLD1"
"6052","TOR1B"
"6053","DIRC3"
"6054","GLIS3"
"6055","CEP112"
"6056","TMEM216"
"6057","PCSK4"
"6058","YIPF4"
"6059","ACAD8"
"6060","E2F6"
"6061","R3HDM1"
"6062","SLC35F2"
"6063","MAN2A2"
"6064","CCDC85C"
"6065","CASP2"
"6066","SH3BP5L"
"6067","ANTXR2"
"6068","DPYSL2"
"6069","RNF111"
"6070","RAI1"
"6071","C6orf120"
"6072","FASTKD2"
"6073","CCDC3"
"6074","RANGRF"
"6075","KHNYN"
"6076","PPP2R3A"
"6077","CCNI2"
"6078","PEAR1"
"6079","TMED8"
"6080","TRIM22"
"6081","AVIL"
"6082","SIKE1"
"6083","MAST4-AS1"
"6084","RAP2C-AS1"
"6085","ZDHHC8"
"6086","ZNF285"
"6087","PLCB2"
"6088","INTS3"
"6089","SDC4"
"6090","MTA1"
"6091","NPIPB3"
"6092","RASSF7"
"6093","CLHC1"
"6094","GPAT2"
"6095","FAM122B"
"6096","ESPN"
"6097","RAB15"
"6098","ZBTB33"
"6099","LRWD1"
"6100","TFAP2E"
"6101","KRTAP5-AS1"
"6102","ANAPC7"
"6103","CLCN2"
"6104","NPLOC4"
"6105","ARHGEF18"
"6106","BICD2"
"6107","SMG7"
"6108","RAB33B"
"6109","ARFGAP3"
"6110","AMACR"
"6111","MAP4K1"
"6112","SPHK2"
"6113","NSMF"
"6114","SDAD1"
"6115","ZNF263"
"6116","OCM"
"6117","PXK"
"6118","MUC20"
"6119","XPNPEP1"
"6120","APTX"
"6121","TBC1D5"
"6122","ARHGEF25"
"6123","OSCAR"
"6124","LINC00659"
"6125","LIMD2"
"6126","ZRANB2"
"6127","LTK"
"6128","HSPA13"
"6129","CREB1"
"6130","RWDD2B"
"6131","EXD3"
"6132","DBH-AS1"
"6133","ZNF627"
"6134","RBM33"
"6135","TVP23B"
"6136","ATAD3B"
"6137","STON1"
"6138","SLC3A1"
"6139","AP3M1"
"6140","ASB8"
"6141","TMCO4"
"6142","NFYC-AS1"
"6143","SGK3"
"6144","SLC25A15"
"6145","APAF1"
"6146","FBXO36"
"6147","ZNF823"
"6148","RAPGEF2"
"6149","ARFIP1"
"6150","PDIK1L"
"6151","MATN1"
"6152","CAGE1"
"6153","APOBEC3F"
"6154","MAP2K3"
"6155","ORAI1"
"6156","CNN2"
"6157","PRX"
"6158","PSPC1"
"6159","MARK4"
"6160","RNF175"
"6161","KLHL21"
"6162","MICA"
"6163","NEK9"
"6164","CLCF1"
"6165","IRF3"
"6166","NCOA5"
"6167","MEX3A"
"6168","RUNDC1"
"6169","FLCN"
"6170","SIRPA"
"6171","USP15"
"6172","SLC27A3"
"6173","XPO4"
"6174","FXR2"
"6175","RELB"
"6176","TNKS2"
"6177","HNRNPA1L2"
"6178","STX4"
"6179","ELF2"
"6180","RHBDD1"
"6181","SCRN2"
"6182","CHCHD6"
"6183","CCNA2"
"6184","MPPE1"
"6185","CLIC4"
"6186","TMEM170A"
"6187","ACE"
"6188","CORO7"
"6189","OAS3"
"6190","HMOX2"
"6191","RMND5A"
"6192","FBXO6"
"6193","AKAP1"
"6194","SBDS"
"6195","LINC00115"
"6196","RSPH4A"
"6197","ZFP41"
"6198","PPP2R5E"
"6199","NTN4"
"6200","ZNF197"
"6201","RPAP3"
"6202","GATA3-AS1"
"6203","SLC24A1"
"6204","ATP6V1B2"
"6205","RSU1"
"6206","BIRC2"
"6207","FGGY"
"6208","NADK2"
"6209","LNP1"
"6210","CELF1"
"6211","FNIP1"
"6212","SYNPO2"
"6213","RPH3AL"
"6214","ABCB9"
"6215","USP38"
"6216","TMEM132E"
"6217","ICOSLG"
"6218","INPP5E"
"6219","MOB2"
"6220","ACBD3"
"6221","SUMO4"
"6222","PODXL2"
"6223","SERPINB6"
"6224","PCDHGA10"
"6225","EFNB2"
"6226","POLR3G"
"6227","YPEL4"
"6228","ANKRD13B"
"6229","CRCP"
"6230","ARMCX2"
"6231","NOP56"
"6232","SIRT2"
"6233","GMFB"
"6234","USP48"
"6235","AKAP17A"
"6236","MFSD2B"
"6237","SNAP47"
"6238","MAD2L1BP"
"6239","PARVA"
"6240","RBM4B"
"6241","P2RY13"
"6242","HARBI1"
"6243","GTF2H3"
"6244","ANAPC10"
"6245","ZNF688"
"6246","FSTL1"
"6247","TNS1"
"6248","BLOC1S3"
"6249","INPPL1"
"6250","ACD"
"6251","DAPK3"
"6252","NEK11"
"6253","KRT8"
"6254","TRMT1L"
"6255","SETMAR"
"6256","ISCA1"
"6257","SORBS1"
"6258","OVGP1"
"6259","C16orf72"
"6260","CHD1"
"6261","RDH16"
"6262","TMEM109"
"6263","FASTKD5"
"6264","C20orf197"
"6265","PPP3R1"
"6266","LRP5L"
"6267","TTI2"
"6268","ZNF589"
"6269","USP22"
"6270","KLHL42"
"6271","COX17"
"6272","GLI4"
"6273","TWSG1"
"6274","PTOV1-AS1"
"6275","TFCP2L1"
"6276","TNRC18"
"6277","FAM120C"
"6278","LNX1"
"6279","GOLPH3L"
"6280","MCU"
"6281","GTPBP8"
"6282","MSRB3"
"6283","LINC00167"
"6284","EIF1AY"
"6285","EBAG9"
"6286","SLC35E1"
"6287","UMPS"
"6288","TMEM131"
"6289","TPPP3"
"6290","BRF2"
"6291","SFXN5"
"6292","MICAL2"
"6293","SREBF1"
"6294","GNA13"
"6295","SSH2"
"6296","ARMC1"
"6297","PELP1"
"6298","BEX1"
"6299","LINC00920"
"6300","TRIM4"
"6301","ELMO2"
"6302","POLR1C"
"6303","CABYR"
"6304","C18orf54"
"6305","ACYP2"
"6306","KCTD20"
"6307","PPARD"
"6308","DDX19A"
"6309","CUL5"
"6310","EXOSC2"
"6311","DBF4B"
"6312","SYN3"
"6313","KCNIP2"
"6314","CHUK"
"6315","CATSPERB"
"6316","PDE8A"
"6317","OGG1"
"6318","CCNY"
"6319","IPO9-AS1"
"6320","RANBP10"
"6321","RAB9B"
"6322","PMM2"
"6323","MOB1B"
"6324","SYNC"
"6325","ACTA2"
"6326","TMEM232"
"6327","TOR1AIP2"
"6328","SLC4A1AP"
"6329","HEATR6"
"6330","GK"
"6331","FOXP4"
"6332","SCO1"
"6333","RSPH9"
"6334","LACTB"
"6335","STPG1"
"6336","THSD1"
"6337","SNN"
"6338","PLEKHN1"
"6339","CNOT1"
"6340","ASAP1"
"6341","PPP4R1"
"6342","RIT1"
"6343","JAG2"
"6344","EXOSC10"
"6345","SMARCA5-AS1"
"6346","REST"
"6347","HCG27"
"6348","ZNF491"
"6349","C1orf52"
"6350","DIRAS1"
"6351","SLC19A2"
"6352","USP19"
"6353","TTL"
"6354","OARD1"
"6355","ARRDC4"
"6356","WDR43"
"6357","LYSMD1"
"6358","TMEM39A"
