"","run","experiment","value","method","replicate","name","result","group"
"150","fine_clean_low_dim_simulations","K","1","group_lasso",22,"best_case_error",0.2441,"Kgroup_lassobest_case_error"
"151","fine_clean_low_dim_simulations","K","1","group_lasso",23,"Beta_SSE",2.94399329110327,"Kgroup_lassoBeta_SSE"
"152","fine_clean_low_dim_simulations","K","1","group_lasso",23,"Beta_FPR",NA,"Kgroup_lassoBeta_FPR"
"153","fine_clean_low_dim_simulations","K","1","group_lasso",23,"Beta_TPR",1,"Kgroup_lassoBeta_TPR"
"154","fine_clean_low_dim_simulations","K","1","group_lasso",23,"KL_divergence",0.0156402073596013,"Kgroup_lassoKL_divergence"
"155","fine_clean_low_dim_simulations","K","1","group_lasso",23,"hellinger_distance",0.0499912592380633,"Kgroup_lassohellinger_distance"
"156","fine_clean_low_dim_simulations","K","1","group_lasso",23,"error",0.2535,"Kgroup_lassoerror"
"157","fine_clean_low_dim_simulations","K","1","group_lasso",23,"best_case_Beta_SSE",2.94399329110327,"Kgroup_lassobest_case_Beta_SSE"
"158","fine_clean_low_dim_simulations","K","1","group_lasso",23,"best_case_KL_divergence",0.0156402073596013,"Kgroup_lassobest_case_KL_divergence"
"159","fine_clean_low_dim_simulations","K","1","group_lasso",23,"best_case_hellinger_distance",0.0499912592380633,"Kgroup_lassobest_case_hellinger_distance"
"160","fine_clean_low_dim_simulations","K","1","group_lasso",23,"best_case_error",0.2534,"Kgroup_lassobest_case_error"
"161","fine_clean_low_dim_simulations","K","1","group_lasso",24,"Beta_SSE",2.94023197828906,"Kgroup_lassoBeta_SSE"
"162","fine_clean_low_dim_simulations","K","1","group_lasso",24,"Beta_FPR",NA,"Kgroup_lassoBeta_FPR"
"163","fine_clean_low_dim_simulations","K","1","group_lasso",24,"Beta_TPR",1,"Kgroup_lassoBeta_TPR"
"164","fine_clean_low_dim_simulations","K","1","group_lasso",24,"KL_divergence",0.0179762301034285,"Kgroup_lassoKL_divergence"
"165","fine_clean_low_dim_simulations","K","1","group_lasso",24,"hellinger_distance",0.0544684181258473,"Kgroup_lassohellinger_distance"
"166","fine_clean_low_dim_simulations","K","1","group_lasso",24,"error",0.2663,"Kgroup_lassoerror"
"167","fine_clean_low_dim_simulations","K","1","group_lasso",24,"best_case_Beta_SSE",2.88212452784957,"Kgroup_lassobest_case_Beta_SSE"
"168","fine_clean_low_dim_simulations","K","1","group_lasso",24,"best_case_KL_divergence",0.0179322823019239,"Kgroup_lassobest_case_KL_divergence"
"169","fine_clean_low_dim_simulations","K","1","group_lasso",24,"best_case_hellinger_distance",0.0544522459579657,"Kgroup_lassobest_case_hellinger_distance"
"170","fine_clean_low_dim_simulations","K","1","group_lasso",24,"best_case_error",0.2659,"Kgroup_lassobest_case_error"
"171","fine_clean_low_dim_simulations","K","1","group_lasso",25,"Beta_SSE",2.76986396674194,"Kgroup_lassoBeta_SSE"
"172","fine_clean_low_dim_simulations","K","1","group_lasso",25,"Beta_FPR",NA,"Kgroup_lassoBeta_FPR"
"173","fine_clean_low_dim_simulations","K","1","group_lasso",25,"Beta_TPR",1,"Kgroup_lassoBeta_TPR"
"174","fine_clean_low_dim_simulations","K","1","group_lasso",25,"KL_divergence",0.0150405756831443,"Kgroup_lassoKL_divergence"
"175","fine_clean_low_dim_simulations","K","1","group_lasso",25,"hellinger_distance",0.0488503043826593,"Kgroup_lassohellinger_distance"
"176","fine_clean_low_dim_simulations","K","1","group_lasso",25,"error",0.2561,"Kgroup_lassoerror"
"177","fine_clean_low_dim_simulations","K","1","group_lasso",25,"best_case_Beta_SSE",2.76936836919938,"Kgroup_lassobest_case_Beta_SSE"
"178","fine_clean_low_dim_simulations","K","1","group_lasso",25,"best_case_KL_divergence",0.0150404255667413,"Kgroup_lassobest_case_KL_divergence"
"179","fine_clean_low_dim_simulations","K","1","group_lasso",25,"best_case_hellinger_distance",0.0488497370776063,"Kgroup_lassobest_case_hellinger_distance"
"180","fine_clean_low_dim_simulations","K","1","group_lasso",25,"best_case_error",0.2542,"Kgroup_lassobest_case_error"
