"","run","experiment","value","method","name","mean","two_se"
"123","fine_clean_low_dim_simulations","K","8","IBMR","best_case_hellinger_distance",0.0500966488998746,0.000557329998435528
"124","fine_clean_low_dim_simulations","K","8","IBMR","best_case_KL_divergence",0.0161217033631474,0.000291166975042579
"125","fine_clean_low_dim_simulations","K","8","IBMR","Beta_FPR",NA,NA
"126","fine_clean_low_dim_simulations","K","8","IBMR","Beta_SSE",3.53980239596227,0.164439630571567
"127","fine_clean_low_dim_simulations","K","8","IBMR","Beta_TPR",1,0
"128","fine_clean_low_dim_simulations","K","8","IBMR","error",0.2497,0.00351934595036739
"129","fine_clean_low_dim_simulations","K","8","IBMR","hellinger_distance",0.0502607683250499,0.000561697081311002
"130","fine_clean_low_dim_simulations","K","8","IBMR","KL_divergence",0.0162102743854072,0.00029452336775429
"131","fine_clean_low_dim_simulations","K","8","IBMR_common_Gamma","best_case_Beta_SSE",3.459542252021,0.163831374404978
"132","fine_clean_low_dim_simulations","K","8","IBMR_common_Gamma","best_case_error",0.248632,0.00349154285527245
"133","fine_clean_low_dim_simulations","K","8","IBMR_common_Gamma","best_case_hellinger_distance",0.050107393396856,0.000563068537737273
"134","fine_clean_low_dim_simulations","K","8","IBMR_common_Gamma","best_case_KL_divergence",0.0161304127922407,0.000296107844716878
"135","fine_clean_low_dim_simulations","K","8","IBMR_common_Gamma","Beta_FPR",NA,NA
"136","fine_clean_low_dim_simulations","K","8","IBMR_common_Gamma","Beta_SSE",3.54023268640696,0.169393379584298
"137","fine_clean_low_dim_simulations","K","8","IBMR_common_Gamma","Beta_TPR",1,0
"138","fine_clean_low_dim_simulations","K","8","IBMR_common_Gamma","error",0.249674,0.00348884079924106
"139","fine_clean_low_dim_simulations","K","8","IBMR_common_Gamma","hellinger_distance",0.0502592315153837,0.000566465014994405
"140","fine_clean_low_dim_simulations","K","8","IBMR_common_Gamma","KL_divergence",0.0162055582017034,0.000299928930537011
"141","fine_clean_low_dim_simulations","K","8","IBMR_no_Gamma","best_case_Beta_SSE",3.46685752804966,0.164224942665927
"142","fine_clean_low_dim_simulations","K","8","IBMR_no_Gamma","best_case_error",0.249122,0.00350073713520394
"143","fine_clean_low_dim_simulations","K","8","IBMR_no_Gamma","best_case_hellinger_distance",0.0501408296370756,0.00055934727651541
"144","fine_clean_low_dim_simulations","K","8","IBMR_no_Gamma","best_case_KL_divergence",0.016148276544129,0.000293340913102016
"145","fine_clean_low_dim_simulations","K","8","IBMR_no_Gamma","Beta_FPR",NA,NA
"146","fine_clean_low_dim_simulations","K","8","IBMR_no_Gamma","Beta_SSE",3.55431909595733,0.172173230738629
"147","fine_clean_low_dim_simulations","K","8","IBMR_no_Gamma","Beta_TPR",1,0
"148","fine_clean_low_dim_simulations","K","8","IBMR_no_Gamma","error",0.249652,0.00348954936567893
"149","fine_clean_low_dim_simulations","K","8","IBMR_no_Gamma","hellinger_distance",0.0502868466394913,0.000568806195855045
"150","fine_clean_low_dim_simulations","K","8","IBMR_no_Gamma","KL_divergence",0.0162205524611494,0.000298657488384697
"151","fine_clean_low_dim_simulations","K","8","group_lasso","best_case_Beta_SSE",3.46639224771634,0.164339348328809
"152","fine_clean_low_dim_simulations","K","8","group_lasso","best_case_error",0.249132,0.00350035538720495
"153","fine_clean_low_dim_simulations","K","8","group_lasso","best_case_hellinger_distance",0.0501373863711777,0.000559124969985271
"154","fine_clean_low_dim_simulations","K","8","group_lasso","best_case_KL_divergence",0.0161465319019085,0.000293168329577492
"155","fine_clean_low_dim_simulations","K","8","group_lasso","Beta_FPR",NA,NA
"156","fine_clean_low_dim_simulations","K","8","group_lasso","Beta_SSE",3.55408447528954,0.172016815352393
"157","fine_clean_low_dim_simulations","K","8","group_lasso","Beta_TPR",1,0
"158","fine_clean_low_dim_simulations","K","8","group_lasso","error",0.24965,0.00349035873251341
"159","fine_clean_low_dim_simulations","K","8","group_lasso","hellinger_distance",0.0502835038983305,0.000568445373965857
"160","fine_clean_low_dim_simulations","K","8","group_lasso","KL_divergence",0.0162189287363822,0.000298488288681607
"161","fine_clean_low_dim_simulations","K","16","IBMR","best_case_Beta_SSE",3.45349210924691,0.162443275079345
"162","fine_clean_low_dim_simulations","K","16","IBMR","best_case_error",0.248426,0.00344826633755194
"163","fine_clean_low_dim_simulations","K","16","IBMR","best_case_hellinger_distance",0.0501003993579962,0.00055775542815074
"164","fine_clean_low_dim_simulations","K","16","IBMR","best_case_KL_divergence",0.0161254406483291,0.000291025923907983
"165","fine_clean_low_dim_simulations","K","16","IBMR","Beta_FPR",NA,NA
"166","fine_clean_low_dim_simulations","K","16","IBMR","Beta_SSE",3.53608452153012,0.170496912273134
"167","fine_clean_low_dim_simulations","K","16","IBMR","Beta_TPR",1,0
"168","fine_clean_low_dim_simulations","K","16","IBMR","error",0.24958,0.0035380151243894
"169","fine_clean_low_dim_simulations","K","16","IBMR","hellinger_distance",0.0502507554128724,0.000567310875053323
"170","fine_clean_low_dim_simulations","K","16","IBMR","KL_divergence",0.0162084816807976,0.000297314533069259
"171","fine_clean_low_dim_simulations","K","16","IBMR_common_Gamma","best_case_Beta_SSE",3.459542252021,0.163831374404978
"172","fine_clean_low_dim_simulations","K","16","IBMR_common_Gamma","best_case_error",0.248632,0.00349154285527245
"173","fine_clean_low_dim_simulations","K","16","IBMR_common_Gamma","best_case_hellinger_distance",0.050107393396856,0.000563068537737273
"174","fine_clean_low_dim_simulations","K","16","IBMR_common_Gamma","best_case_KL_divergence",0.0161304127922407,0.000296107844716878
"175","fine_clean_low_dim_simulations","K","16","IBMR_common_Gamma","Beta_FPR",NA,NA
"176","fine_clean_low_dim_simulations","K","16","IBMR_common_Gamma","Beta_SSE",3.54023268640696,0.169393379584298
"177","fine_clean_low_dim_simulations","K","16","IBMR_common_Gamma","Beta_TPR",1,0
"178","fine_clean_low_dim_simulations","K","16","IBMR_common_Gamma","error",0.249674,0.00348884079924106
"179","fine_clean_low_dim_simulations","K","16","IBMR_common_Gamma","hellinger_distance",0.0502592315153837,0.000566465014994405
"180","fine_clean_low_dim_simulations","K","16","IBMR_common_Gamma","KL_divergence",0.0162055582017034,0.000299928930537011
"181","fine_clean_low_dim_simulations","K","16","IBMR_no_Gamma","best_case_Beta_SSE",3.46680779223409,0.16420636701352
"182","fine_clean_low_dim_simulations","K","16","IBMR_no_Gamma","best_case_error",0.249122,0.00350073713520394
"183","fine_clean_low_dim_simulations","K","16","IBMR_no_Gamma","best_case_hellinger_distance",0.0501406327611622,0.000559341739564092
"184","fine_clean_low_dim_simulations","K","16","IBMR_no_Gamma","best_case_KL_divergence",0.0161482230022189,0.000293299916669132
"185","fine_clean_low_dim_simulations","K","16","IBMR_no_Gamma","Beta_FPR",NA,NA
"186","fine_clean_low_dim_simulations","K","16","IBMR_no_Gamma","Beta_SSE",3.55442569866144,0.172224041911533
"187","fine_clean_low_dim_simulations","K","16","IBMR_no_Gamma","Beta_TPR",1,0
"188","fine_clean_low_dim_simulations","K","16","IBMR_no_Gamma","error",0.24965,0.0034917804358586
"189","fine_clean_low_dim_simulations","K","16","IBMR_no_Gamma","hellinger_distance",0.0502870107676459,0.000568862515047933
"190","fine_clean_low_dim_simulations","K","16","IBMR_no_Gamma","KL_divergence",0.0162206609266905,0.000298702061351151
"191","fine_clean_low_dim_simulations","K","16","group_lasso","best_case_Beta_SSE",3.46639224771634,0.164339348328809
"192","fine_clean_low_dim_simulations","K","16","group_lasso","best_case_error",0.249132,0.00350035538720495
"193","fine_clean_low_dim_simulations","K","16","group_lasso","best_case_hellinger_distance",0.0501373863711777,0.000559124969985271
"194","fine_clean_low_dim_simulations","K","16","group_lasso","best_case_KL_divergence",0.0161465319019085,0.000293168329577492
"195","fine_clean_low_dim_simulations","K","16","group_lasso","Beta_FPR",NA,NA
"196","fine_clean_low_dim_simulations","K","16","group_lasso","Beta_SSE",3.55408447528954,0.172016815352393
"197","fine_clean_low_dim_simulations","K","16","group_lasso","Beta_TPR",1,0
"198","fine_clean_low_dim_simulations","K","16","group_lasso","error",0.24965,0.00349035873251341
"199","fine_clean_low_dim_simulations","K","16","group_lasso","hellinger_distance",0.0502835038983305,0.000568445373965857
"200","fine_clean_low_dim_simulations","K","16","group_lasso","KL_divergence",0.0162189287363822,0.000298488288681607
