"","run","experiment","value","method","replicate","Beta_SSE","Beta_FPR","Beta_TPR","KL_divergence","hellinger_distance","error","oracle"
"1","splatter_X_and_Beta","batch_effect",0.025,"glmnet_relabel",1,76.2931341725528,0.0881612090680101,0.650485436893204,0.261827658920137,0.235577027593551,0.5866,"observed"
"2","splatter_X_and_Beta","batch_effect",0.025,"glmnet_relabel",10,105.587854866262,0.180904522613065,0.627450980392157,0.325903370819526,0.259017695514357,0.6123,"observed"
"3","splatter_X_and_Beta","batch_effect",0.025,"glmnet_relabel",11,112.838925016631,0.15136476426799,0.783505154639175,0.415596149918249,0.298146409987027,0.6566,"observed"
"4","splatter_X_and_Beta","batch_effect",0.025,"glmnet_relabel",12,128.087236729256,0.243654822335025,0.726415094339623,0.347908890028413,0.265697410487301,0.5746,"observed"
"5","splatter_X_and_Beta","batch_effect",0.025,"glmnet_relabel",13,120.716937983521,0.218592964824121,0.607843137254902,0.30110234876639,0.252016636310287,0.5518,"observed"
"6","splatter_X_and_Beta","batch_effect",0.025,"glmnet_relabel",14,134.66824652184,0.104591836734694,0.537037037037037,0.412835168369465,0.296423647103034,0.7127,"observed"
"7","splatter_X_and_Beta","batch_effect",0.025,"glmnet_relabel",15,110.144761927056,0.348484848484849,0.826923076923077,0.312806334149021,0.253761347028492,0.5669,"observed"
"8","splatter_X_and_Beta","batch_effect",0.025,"glmnet_relabel",16,87.4941024621182,0.226932668329177,0.707070707070707,0.323605701382631,0.259568716877666,0.6428,"observed"
"9","splatter_X_and_Beta","batch_effect",0.025,"glmnet_relabel",17,109.408587714604,0.26865671641791,0.816326530612245,0.297028466930489,0.249419199012205,0.5696,"observed"
"10","splatter_X_and_Beta","batch_effect",0.025,"glmnet_relabel",18,159.714481681022,0.318295739348371,0.693069306930693,0.372668407604762,0.27939243912556,0.5933,"observed"
"11","splatter_X_and_Beta","batch_effect",0.025,"glmnet_relabel",19,113.038638884342,0.331658291457286,0.872549019607843,0.339014812130763,0.269115090453236,0.6259,"observed"
"12","splatter_X_and_Beta","batch_effect",0.025,"glmnet_relabel",2,130.630207904829,0.235872235872236,0.763440860215054,0.312886939499431,0.258104306251321,0.6455,"observed"
"13","splatter_X_and_Beta","batch_effect",0.025,"glmnet_relabel",20,122.002998945483,0.423940149625935,0.888888888888889,0.340658846125161,0.274506018940293,0.639,"observed"
"14","splatter_X_and_Beta","batch_effect",0.025,"glmnet_relabel",3,125.507810240938,0.121212121212121,0.673076923076923,0.329344580313255,0.260388531549791,0.6134,"observed"
"15","splatter_X_and_Beta","batch_effect",0.025,"glmnet_relabel",4,126.568866807015,0.275949367088608,0.742857142857143,0.319872498812941,0.258798988085605,0.5898,"observed"
"16","splatter_X_and_Beta","batch_effect",0.025,"glmnet_relabel",5,104.362176644725,0.1475,0.7,0.354833519607511,0.271039206238348,0.6172,"observed"
"17","splatter_X_and_Beta","batch_effect",0.025,"glmnet_relabel",6,109.657978680559,0.12531328320802,0.594059405940594,0.313121965250557,0.257157312677902,0.6585,"observed"
"18","splatter_X_and_Beta","batch_effect",0.025,"glmnet_relabel",7,169.700037132053,0.261306532663317,0.745098039215686,0.413409754497624,0.2909761920673,0.5993,"observed"
"19","splatter_X_and_Beta","batch_effect",0.025,"glmnet_relabel",8,162.035221285824,0.304455445544554,0.739583333333333,0.407836643140788,0.290764785785069,0.603,"observed"
"20","splatter_X_and_Beta","batch_effect",0.025,"glmnet_relabel",9,140.045239471355,0.307692307692308,0.845360824742268,0.353482769842513,0.270694637546223,0.5848,"observed"
"21","splatter_X_and_Beta","batch_effect",0.025,"glmnet_relabel",1,68.0401096965213,0.158690176322418,0.621359223300971,0.222369599951664,0.222576563794533,0.5716,"ORC_clean"
"22","splatter_X_and_Beta","batch_effect",0.025,"glmnet_relabel",10,82.1260911222904,0.404522613065327,0.813725490196078,0.220946420263701,0.214183300804251,0.5815,"ORC_clean"
"23","splatter_X_and_Beta","batch_effect",0.025,"glmnet_relabel",11,79.8320334331595,0.297766749379653,0.731958762886598,0.231945550471166,0.223387716146933,0.6109,"ORC_clean"
"24","splatter_X_and_Beta","batch_effect",0.025,"glmnet_relabel",12,80.2145353606867,0.241116751269036,0.707547169811321,0.232896256233674,0.219247028995537,0.5276,"ORC_clean"
"25","splatter_X_and_Beta","batch_effect",0.025,"glmnet_relabel",13,81.8149640138699,0.180904522613065,0.647058823529412,0.196409648578172,0.20242201409666,0.5366,"ORC_clean"
"26","splatter_X_and_Beta","batch_effect",0.025,"glmnet_relabel",14,102.082058133279,0.323979591836735,0.731481481481482,0.233926438270447,0.226067101539312,0.6366,"ORC_clean"
"27","splatter_X_and_Beta","batch_effect",0.025,"glmnet_relabel",15,84.956014761641,0.222222222222222,0.711538461538462,0.222895918513984,0.214725494833411,0.5373,"ORC_clean"
"28","splatter_X_and_Beta","batch_effect",0.025,"glmnet_relabel",16,45.1893959357624,0.164588528678304,0.656565656565657,0.195649083110978,0.205256450852384,0.5933,"ORC_clean"
"29","splatter_X_and_Beta","batch_effect",0.025,"glmnet_relabel",17,73.3967865957037,0.233830845771144,0.704081632653061,0.192272838749951,0.199851314290792,0.5403,"ORC_clean"
"30","splatter_X_and_Beta","batch_effect",0.025,"glmnet_relabel",18,99.4033759535737,0.218045112781955,0.732673267326733,0.259494242440832,0.234280943867022,0.5754,"ORC_clean"
"31","splatter_X_and_Beta","batch_effect",0.025,"glmnet_relabel",19,91.4589266329698,0.238693467336683,0.705882352941177,0.239675077504572,0.228945064209001,0.5958,"ORC_clean"
