"","run","experiment","value","method","replicate","Beta_SSE","Beta_FPR","Beta_TPR","KL_divergence","hellinger_distance","error","best_case_Beta_SSE","best_case_KL_divergence","best_case_hellinger_distance","best_case_error","oracle"
"Beta_SSE129","random_X_and_Beta","N",19200,"glmnet_subset",36,846.379120987789,0.9975,1,0.390267974180472,0.20577431170864,0.1859,408.596263856197,0.324534592687974,0.179143783436442,0.1717,"ORC_fine"
"Beta_SSE130","random_X_and_Beta","N",19200,"glmnet_subset",37,880.069373089299,1,1,0.400478517269324,0.207622034807057,0.188,432.86208985615,0.337139302327412,0.182191051778923,0.1705,"ORC_fine"
"Beta_SSE131","random_X_and_Beta","N",19200,"glmnet_subset",38,856.377793841879,0.995,1,0.38777942345087,0.205280962173039,0.1837,419.620559104632,0.31343846876277,0.176741757080967,0.173,"ORC_fine"
"Beta_SSE132","random_X_and_Beta","N",19200,"glmnet_subset",39,837.582688825352,1,1,0.377166382863974,0.202003500480028,0.1886,406.544646364344,0.328869174767049,0.179625684661672,0.173,"ORC_fine"
"Beta_SSE133","random_X_and_Beta","N",19200,"glmnet_subset",4,838.067542069834,1,1,0.377213580115764,0.201746918581505,0.1808,402.336720511727,0.316298592177576,0.176010064622631,0.1675,"ORC_fine"
"Beta_SSE134","random_X_and_Beta","N",19200,"glmnet_subset",40,643.240441696774,1,1,0.338691980021385,0.189003734170558,0.1904,428.767117748091,0.321528329943802,0.17935350545035,0.1731,"ORC_fine"
"Beta_SSE135","random_X_and_Beta","N",19200,"glmnet_subset",41,875.792782480379,1,1,0.386686631863059,0.204737015736689,0.1834,421.908081730202,0.325439429763221,0.178346245637849,0.1686,"ORC_fine"
"Beta_SSE136","random_X_and_Beta","N",19200,"glmnet_subset",42,912.185428052146,1,1,0.396808177574638,0.206001513078585,0.1828,452.358690883687,0.325216220153424,0.178160945544248,0.1677,"ORC_fine"
"Beta_SSE137","random_X_and_Beta","N",19200,"glmnet_subset",43,674.364562018481,1,1,0.332124876618476,0.186995110060697,0.1863,456.200168160849,0.313617070114183,0.177208410866513,0.1686,"ORC_fine"
"Beta_SSE138","random_X_and_Beta","N",19200,"glmnet_subset",44,796.15662957324,0.9975,1,0.382229034061426,0.203652068069789,0.1893,373.082109355263,0.338324150000286,0.182364500291657,0.1706,"ORC_fine"
"Beta_SSE139","random_X_and_Beta","N",19200,"glmnet_subset",45,902.12680023106,1,1,0.40697094663033,0.20861764877824,0.1897,449.73454751241,0.338757883324073,0.182229237756865,0.1791,"ORC_fine"
"Beta_SSE140","random_X_and_Beta","N",19200,"glmnet_subset",46,891.920861610826,1,1,0.386868862909696,0.204493992920998,0.1843,441.860196574285,0.313105391365099,0.176418439117597,0.1749,"ORC_fine"
"Beta_SSE141","random_X_and_Beta","N",19200,"glmnet_subset",47,649.479822322916,1,1,0.333457746549951,0.188658882067462,0.1917,437.184031666556,0.318196183707914,0.179549838592843,0.1698,"ORC_fine"
"Beta_SSE142","random_X_and_Beta","N",19200,"glmnet_subset",48,774.379965650356,1,1,0.364474063315687,0.20074170019022,0.1941,346.898965799634,0.315803480535532,0.177660280981617,0.1816,"ORC_fine"
"Beta_SSE143","random_X_and_Beta","N",19200,"glmnet_subset",49,903.810304196837,1,1,0.406605722405915,0.209030789767633,0.1896,455.48856798235,0.338025172131813,0.182896234663967,0.1747,"ORC_fine"
"Beta_SSE144","random_X_and_Beta","N",19200,"glmnet_subset",5,859.750109248634,1,1,0.390319094220207,0.205402664049133,0.1867,411.107748027059,0.326557179112734,0.179571403484285,0.1708,"ORC_fine"
"Beta_SSE145","random_X_and_Beta","N",19200,"glmnet_subset",50,828.216991257566,1,1,0.390100109795821,0.20589663392666,0.193,396.537666251428,0.341555426049974,0.183923794848312,0.1792,"ORC_fine"
"Beta_SSE146","random_X_and_Beta","N",19200,"glmnet_subset",6,847.837432524189,0.9975,1,0.386914800444453,0.205896613442987,0.1863,413.836687294808,0.316410583204141,0.178426651090295,0.173,"ORC_fine"
"Beta_SSE147","random_X_and_Beta","N",19200,"glmnet_subset",7,837.461493175938,1,1,0.371217212011636,0.200177815475849,0.1832,392.517811653537,0.313775798435096,0.17559404292662,0.1707,"ORC_fine"
"Beta_SSE148","random_X_and_Beta","N",19200,"glmnet_subset",8,819.820429652461,1,1,0.368564029228769,0.201788639597845,0.1882,379.979740453273,0.315175849456314,0.177984947083719,0.1718,"ORC_fine"
"Beta_SSE149","random_X_and_Beta","N",19200,"glmnet_subset",9,824.282393270904,1,1,0.369433543065231,0.200953109263131,0.183,385.021780143473,0.301642677126697,0.173344982754948,0.1718,"ORC_fine"
"Beta_SSE150","random_X_and_Beta","N",19200,"IBMR_no_Gamma",1,966.355217995828,1,1,0.448309276876315,0.21809262832222,0.1896,191.40994494477,0.368911154493746,0.190443739940343,0.1786,"observed"
"Beta_SSE151","random_X_and_Beta","N",19200,"IBMR_no_Gamma",10,918.503946735311,1,1,0.425477821656977,0.212228056801875,0.1817,172.013978326629,0.350932161317301,0.183778269521305,0.1717,"observed"
"Beta_SSE152","random_X_and_Beta","N",19200,"IBMR_no_Gamma",11,931.522713714046,0.9975,1,0.4450516088045,0.218695962345607,0.1926,173.736712021788,0.358535170383196,0.18779565012859,0.186,"observed"
"Beta_SSE153","random_X_and_Beta","N",19200,"IBMR_no_Gamma",12,932.525065834385,1,1,0.457780256019286,0.220642046558422,0.1917,186.465567649222,0.357303412725617,0.185885528029612,0.1806,"observed"
"Beta_SSE154","random_X_and_Beta","N",19200,"IBMR_no_Gamma",13,966.389173096822,0.9975,1,0.460164433512605,0.222457223998017,0.1952,185.902774234522,0.372841312375575,0.192974769027462,0.1833,"observed"
"Beta_SSE155","random_X_and_Beta","N",19200,"IBMR_no_Gamma",14,752.629706769118,1,1,0.402050717124229,0.203743935148516,0.2,183.443910524111,0.377928616042177,0.191637963676444,0.18,"observed"
"Beta_SSE156","random_X_and_Beta","N",19200,"IBMR_no_Gamma",15,876.85254199591,1,1,0.443165285719407,0.218550466413049,0.1955,176.105449292436,0.383632674808116,0.194674365228882,0.1801,"observed"
"Beta_SSE157","random_X_and_Beta","N",19200,"IBMR_no_Gamma",16,752.539883074693,1,1,0.398112761146032,0.205435447789855,0.1982,173.260451967248,0.364813380754644,0.189355346244522,0.1785,"observed"
"Beta_SSE158","random_X_and_Beta","N",19200,"IBMR_no_Gamma",17,734.062452055406,1,1,0.386462991492829,0.20235894974061,0.1955,171.576105976845,0.356549790668031,0.186712391815626,0.1771,"observed"
"Beta_SSE159","random_X_and_Beta","N",19200,"IBMR_no_Gamma",18,871.905532398576,1,1,0.436361161304761,0.21376779878336,0.1974,184.657763916324,0.395995192873801,0.194478015816041,0.1789,"observed"
"Beta_SSE160","random_X_and_Beta","N",19200,"IBMR_no_Gamma",19,829.618771165495,1,1,0.415256832658851,0.209772367427667,0.1998,172.445557541299,0.374887540234174,0.190204267862285,0.1844,"observed"
"Beta_SSE161","random_X_and_Beta","N",19200,"IBMR_no_Gamma",2,805.461373777225,1,1,0.411537664951092,0.206578734975165,0.1996,181.505957660026,0.380915702945744,0.191565060106129,0.1819,"observed"
"Beta_SSE162","random_X_and_Beta","N",19200,"IBMR_no_Gamma",20,904.784945328461,1,1,0.439222139266439,0.21565101866717,0.1926,179.905077293576,0.374240228173458,0.190399969543998,0.1795,"observed"
"Beta_SSE163","random_X_and_Beta","N",19200,"IBMR_no_Gamma",21,964.393662441663,0.9975,1,0.469664259719208,0.222907686292794,0.1928,187.081351192637,0.372757652445581,0.190472377197004,0.187,"observed"
"Beta_SSE164","random_X_and_Beta","N",19200,"IBMR_no_Gamma",22,848.04227422936,1,1,0.428050314087581,0.21462653400067,0.2032,166.327123495987,0.371084387772813,0.191513465647337,0.1877,"observed"
"Beta_SSE165","random_X_and_Beta","N",19200,"IBMR_no_Gamma",23,796.64764384152,1,1,0.390684898316589,0.204950496420611,0.198,162.749959813771,0.34786706723964,0.185302015001916,0.1867,"observed"
"Beta_SSE166","random_X_and_Beta","N",19200,"IBMR_no_Gamma",24,900.445797599218,1,1,0.445689938409233,0.220353234592988,0.1898,177.843979166547,0.373419072138507,0.193299585993739,0.1808,"observed"
"Beta_SSE167","random_X_and_Beta","N",19200,"IBMR_no_Gamma",25,699.436069268198,1,1,0.383484185937435,0.200994176239943,0.2029,176.196796559083,0.365574645854419,0.190519565851737,0.1782,"observed"
"Beta_SSE168","random_X_and_Beta","N",19200,"IBMR_no_Gamma",26,869.53749750526,1,1,0.416118149149599,0.210397855894919,0.1924,174.868685863952,0.365386651526676,0.188991815345795,0.1817,"observed"
"Beta_SSE169","random_X_and_Beta","N",19200,"IBMR_no_Gamma",27,892.084790792039,1,1,0.427086703611674,0.212326080632189,0.1899,177.419871683637,0.367925431433778,0.188433299203172,0.1778,"observed"
"Beta_SSE170","random_X_and_Beta","N",19200,"IBMR_no_Gamma",28,871.351735318383,1,1,0.432121133058275,0.215147890170456,0.1925,166.985899029894,0.367277318590136,0.189805135856065,0.1808,"observed"
"Beta_SSE171","random_X_and_Beta","N",19200,"IBMR_no_Gamma",29,1006.58532668465,0.9975,1,0.452367338935861,0.218968094182059,0.1903,185.011422922726,0.358889669649503,0.185693001558666,0.176,"observed"
"Beta_SSE172","random_X_and_Beta","N",19200,"IBMR_no_Gamma",3,917.183008715929,1,1,0.443525104872637,0.217803166639479,0.19,176.545705003021,0.362049866384867,0.188732888692994,0.1799,"observed"
"Beta_SSE173","random_X_and_Beta","N",19200,"IBMR_no_Gamma",30,854.943909983891,1,1,0.413010237171973,0.206453517292858,0.1922,177.891426013764,0.372549655407953,0.186695875114939,0.1778,"observed"
"Beta_SSE174","random_X_and_Beta","N",19200,"IBMR_no_Gamma",31,836.076620008712,1,1,0.408522266654172,0.206758617878941,0.1905,171.733770333506,0.365685547085657,0.186173737342212,0.1771,"observed"
"Beta_SSE175","random_X_and_Beta","N",19200,"IBMR_no_Gamma",32,867.823802098863,1,1,0.425095477511897,0.212633225506529,0.1884,163.088448686282,0.359899059740784,0.185691954667302,0.1781,"observed"
"Beta_SSE176","random_X_and_Beta","N",19200,"IBMR_no_Gamma",33,795.305405299529,1,1,0.398694472053886,0.208056335712379,0.2015,163.123191507728,0.353006964122024,0.186521550642272,0.1825,"observed"
"Beta_SSE177","random_X_and_Beta","N",19200,"IBMR_no_Gamma",34,698.558843030512,1,1,0.392590469347502,0.20456256195256,0.2094,176.073365021005,0.368175896764395,0.192853756065049,0.1891,"observed"
"Beta_SSE178","random_X_and_Beta","N",19200,"IBMR_no_Gamma",35,854.092104371033,1,1,0.406327275658577,0.208109615067866,0.1957,167.783097827236,0.353115585626933,0.185716812169907,0.1833,"observed"
"Beta_SSE179","random_X_and_Beta","N",19200,"IBMR_no_Gamma",36,949.738440737753,0.995,1,0.463830138359705,0.222561883454954,0.1929,185.298526094816,0.371931536406651,0.190826724981419,0.1797,"observed"
"Beta_SSE180","random_X_and_Beta","N",19200,"IBMR_no_Gamma",37,908.719682380116,1,1,0.436985635248697,0.214922281276389,0.1942,174.441999571845,0.376881814802764,0.190459969375682,0.1776,"observed"
"Beta_SSE181","random_X_and_Beta","N",19200,"IBMR_no_Gamma",38,933.327647173504,0.9975,1,0.456864678495035,0.220494437913691,0.1902,185.937309080959,0.364344795469052,0.188318799925452,0.1795,"observed"
"Beta_SSE182","random_X_and_Beta","N",19200,"IBMR_no_Gamma",39,921.868824224742,1,1,0.435791090416729,0.215585186600055,0.1932,176.837220907299,0.369033800075702,0.188799936268225,0.1809,"observed"
"Beta_SSE183","random_X_and_Beta","N",19200,"IBMR_no_Gamma",4,746.766950474909,1,1,0.387844251103865,0.201196439188535,0.1962,181.682591996768,0.36129433585898,0.187135084373031,0.1766,"observed"
"Beta_SSE184","random_X_and_Beta","N",19200,"IBMR_no_Gamma",40,908.225173828909,1,1,0.434988196710675,0.216483785138696,0.1919,161.444005132144,0.355239521634101,0.187374301730607,0.178,"observed"
"Beta_SSE185","random_X_and_Beta","N",19200,"IBMR_no_Gamma",41,737.452543049247,1,1,0.390498876472939,0.200877822205678,0.2022,185.400056350795,0.370745882297647,0.188695395205393,0.1766,"observed"
"Beta_SSE186","random_X_and_Beta","N",19200,"IBMR_no_Gamma",42,791.62465787046,1,1,0.394634835815842,0.202152196423647,0.1958,188.471051029731,0.36703666382222,0.187447028872009,0.1764,"observed"
"Beta_SSE187","random_X_and_Beta","N",19200,"IBMR_no_Gamma",43,942.421352930916,1,1,0.444879851582169,0.216581332345438,0.1886,185.067330170018,0.362394899203124,0.187005389279226,0.1781,"observed"
"Beta_SSE188","random_X_and_Beta","N",19200,"IBMR_no_Gamma",44,934.96055548393,1,1,0.469804616400967,0.224577401005701,0.1935,183.176062060318,0.386761193091686,0.195454049120338,0.182,"observed"
"Beta_SSE189","random_X_and_Beta","N",19200,"IBMR_no_Gamma",45,992.2738570064,1,1,0.473507916586156,0.223280214899874,0.1972,193.985569556045,0.383990123582705,0.192098466687545,0.1885,"observed"
"Beta_SSE190","random_X_and_Beta","N",19200,"IBMR_no_Gamma",46,921.278211747187,1,1,0.422454738735034,0.212014444920893,0.1927,176.948414482266,0.347146574924382,0.184409389772217,0.1779,"observed"
"Beta_SSE191","random_X_and_Beta","N",19200,"IBMR_no_Gamma",47,896.588080927253,1,1,0.438670671961935,0.216883369905784,0.194,176.310426943701,0.377044812264458,0.192784825257818,0.18,"observed"
"Beta_SSE192","random_X_and_Beta","N",19200,"IBMR_no_Gamma",48,814.469531319614,1,1,0.412322047388125,0.211533965881703,0.2021,163.736265192802,0.363758996440345,0.189705365193554,0.1879,"observed"
"Beta_SSE193","random_X_and_Beta","N",19200,"IBMR_no_Gamma",49,972.229603713463,1,1,0.468479235760584,0.221875730044345,0.1979,192.283247922094,0.387924631084892,0.194202828059187,0.1842,"observed"
"Beta_SSE194","random_X_and_Beta","N",19200,"IBMR_no_Gamma",5,940.76754050773,1,1,0.451523303135083,0.219073597991459,0.1953,177.512087157974,0.368417650808122,0.189248056839067,0.1803,"observed"
"Beta_SSE195","random_X_and_Beta","N",19200,"IBMR_no_Gamma",50,832.773778205622,1,1,0.422197891162059,0.212146310540552,0.1975,170.632978369258,0.380101784758476,0.192375170352889,0.1838,"observed"
"Beta_SSE196","random_X_and_Beta","N",19200,"IBMR_no_Gamma",6,913.991802081564,1,1,0.45095414819289,0.219692966936622,0.1907,175.814846646088,0.363881751335713,0.18916173333037,0.1803,"observed"
"Beta_SSE197","random_X_and_Beta","N",19200,"IBMR_no_Gamma",7,879.959581705927,1,1,0.41847305454912,0.21039176236898,0.1913,172.165043149197,0.349571291624183,0.184540761562606,0.1777,"observed"
"Beta_SSE198","random_X_and_Beta","N",19200,"IBMR_no_Gamma",8,816.302016743554,1,1,0.394955990950037,0.20696438412416,0.1945,167.671334899324,0.352404825801286,0.186932631157707,0.1779,"observed"
"Beta_SSE199","random_X_and_Beta","N",19200,"IBMR_no_Gamma",9,728.950026558364,1,1,0.382401715628701,0.20032506201887,0.1971,187.248593146364,0.35642237811643,0.186487155244878,0.1777,"observed"
"Beta_SSE200","random_X_and_Beta","N",19200,"IBMR_no_Gamma",1,868.163128131783,1,1,0.377846166782558,0.202000944677674,0.1832,150.043127466559,0.312550798251788,0.175060665429816,0.1731,"ORC_fine"
"Beta_SSE201","random_X_and_Beta","N",19200,"IBMR_no_Gamma",10,854.909034900316,1,1,0.370344495481312,0.199706856647286,0.1757,149.110813236641,0.300074888488158,0.171643361991944,0.1637,"ORC_fine"
"Beta_SSE202","random_X_and_Beta","N",19200,"IBMR_no_Gamma",11,828.255304117134,0.9975,1,0.373580166959336,0.202184801995641,0.1897,148.088190319476,0.306146325042222,0.174789081673239,0.1794,"ORC_fine"
"Beta_SSE203","random_X_and_Beta","N",19200,"IBMR_no_Gamma",12,633.856479547571,1,1,0.330788397948476,0.185823901592947,0.1947,152.302539885696,0.309196561385084,0.172886357623615,0.1707,"ORC_fine"
"Beta_SSE204","random_X_and_Beta","N",19200,"IBMR_no_Gamma",13,833.771790835845,1,1,0.380782975417685,0.203894246308911,0.1922,151.924600656358,0.321030821709332,0.178852697770589,0.1753,"ORC_fine"
"Beta_SSE205","random_X_and_Beta","N",19200,"IBMR_no_Gamma",14,888.871797083541,1,1,0.39918207987439,0.207401967783351,0.1844,150.13129646256,0.323914660767241,0.178420865483505,0.1733,"ORC_fine"
"Beta_SSE206","random_X_and_Beta","N",19200,"IBMR_no_Gamma",15,797.052227295358,1,1,0.37640764439209,0.202901063730955,0.1877,153.555537382062,0.322426310419751,0.178858624136348,0.1705,"ORC_fine"
"Beta_SSE207","random_X_and_Beta","N",19200,"IBMR_no_Gamma",16,810.674916567968,1,1,0.379918151807759,0.20382290088761,0.1857,143.594025929302,0.316253046138156,0.177335001962347,0.1706,"ORC_fine"
"Beta_SSE208","random_X_and_Beta","N",19200,"IBMR_no_Gamma",17,645.463797694058,1,1,0.328739044318758,0.187755435456404,0.1898,142.79724761169,0.305132431617996,0.174370553210844,0.1727,"ORC_fine"
"Beta_SSE209","random_X_and_Beta","N",19200,"IBMR_no_Gamma",18,852.777594211144,1,1,0.390710361694088,0.205080604179642,0.1856,156.306225969891,0.332778847528815,0.180087928362563,0.1706,"ORC_fine"
"Beta_SSE210","random_X_and_Beta","N",19200,"IBMR_no_Gamma",19,853.719188962439,1,1,0.38934550731513,0.205740245375465,0.1916,149.865077409833,0.324731199749653,0.179336551254189,0.1755,"ORC_fine"
"Beta_SSE211","random_X_and_Beta","N",19200,"IBMR_no_Gamma",2,697.275714300043,1,1,0.344574095835874,0.190209630307969,0.1908,157.9123102003,0.320121771970704,0.176526925705702,0.1708,"ORC_fine"
"Beta_SSE212","random_X_and_Beta","N",19200,"IBMR_no_Gamma",20,851.040986713424,1,1,0.38090651862562,0.203066947690069,0.1787,146.769559601822,0.310899811195606,0.174672149294703,0.1675,"ORC_fine"
"Beta_SSE213","random_X_and_Beta","N",19200,"IBMR_no_Gamma",21,828.179511064165,1,1,0.3839646282417,0.203408072181275,0.1886,152.6034199127,0.32343878467099,0.178646228384445,0.1807,"ORC_fine"
"Beta_SSE214","random_X_and_Beta","N",19200,"IBMR_no_Gamma",22,827.064028964808,1,1,0.382460789816834,0.205243072293007,0.1934,143.455611668988,0.316816268320777,0.178244727730526,0.1782,"ORC_fine"
"Beta_SSE215","random_X_and_Beta","N",19200,"IBMR_no_Gamma",23,823.530065181402,0.9975,1,0.36987680185906,0.201524603591119,0.19,144.388219288081,0.305735473543514,0.175037036562265,0.1812,"ORC_fine"
"Beta_SSE216","random_X_and_Beta","N",19200,"IBMR_no_Gamma",24,808.646136734086,1,1,0.377513499173639,0.204907046365284,0.1863,148.735536335822,0.313618516575607,0.178073580364333,0.174,"ORC_fine"
"Beta_SSE217","random_X_and_Beta","N",19200,"IBMR_no_Gamma",25,773.467165361763,1,1,0.357746057313937,0.197714859366026,0.1873,152.886860442357,0.30896412390952,0.175477556381423,0.1712,"ORC_fine"
"Beta_SSE218","random_X_and_Beta","N",19200,"IBMR_no_Gamma",26,667.345229745957,1,1,0.331542927691023,0.187858457222824,0.1902,150.748099144711,0.311577846748046,0.176870629876081,0.1727,"ORC_fine"
"Beta_SSE219","random_X_and_Beta","N",19200,"IBMR_no_Gamma",27,855.060706094524,1,1,0.378181763430945,0.202084852244118,0.18,145.33262464809,0.303266658617148,0.172791703620765,0.17,"ORC_fine"
"Beta_SSE220","random_X_and_Beta","N",19200,"IBMR_no_Gamma",28,770.897344979761,1,1,0.359459787339253,0.197734628780829,0.1842,152.114961514383,0.309816553180402,0.17356115995154,0.1706,"ORC_fine"
"Beta_SSE221","random_X_and_Beta","N",19200,"IBMR_no_Gamma",29,897.221104865167,0.9975,1,0.381309601332332,0.202536354635233,0.1825,152.561319574626,0.312937535192099,0.174817963143212,0.1711,"ORC_fine"
"Beta_SSE222","random_X_and_Beta","N",19200,"IBMR_no_Gamma",3,642.201893509892,1,1,0.335456787382074,0.188131568316642,0.1884,148.375245869651,0.317056126980342,0.176525416009999,0.1686,"ORC_fine"
"Beta_SSE223","random_X_and_Beta","N",19200,"IBMR_no_Gamma",30,679.258783114509,1,1,0.327203735439657,0.184011952735058,0.1858,153.087503486958,0.305401309048308,0.170652254305414,0.1635,"ORC_fine"
"Beta_SSE224","random_X_and_Beta","N",19200,"IBMR_no_Gamma",31,637.312499712397,1,1,0.321648579814653,0.183079458179323,0.189,145.295548919583,0.305775274105243,0.173115648194354,0.1671,"ORC_fine"
"Beta_SSE225","random_X_and_Beta","N",19200,"IBMR_no_Gamma",32,646.266545530818,1,1,0.335432820817446,0.187594093730855,0.1896,144.700167623263,0.314271528622898,0.174095776429122,0.1735,"ORC_fine"
"Beta_SSE226","random_X_and_Beta","N",19200,"IBMR_no_Gamma",33,715.091250027757,1,1,0.345732308740396,0.194764984643098,0.1963,159.022691717509,0.309742963530873,0.174506770005878,0.1785,"ORC_fine"
